uid	ec	organism	organism_id
O95363	6.1.1.20	Homo sapiens (Human)	9606
P53634	3.4.14.1	Homo sapiens (Human)	9606
P11802	2.7.11.22	Homo sapiens (Human)	9606
Q38997	2.7.11.1	Arabidopsis thaliana (Mouse-ear cress)	3702
P48730	2.7.11.1	Homo sapiens (Human)	9606
Q9H4A3	2.7.11.1	Homo sapiens (Human)	9606
Q02858	2.7.10.1	Mus musculus (Mouse)	10090
Q8CFN2	3.6.5.2	Rattus norvegicus (Rat)	10116
Q96J02	2.3.2.26	Homo sapiens (Human)	9606
Q922S4	3.1.4.17	Mus musculus (Mouse)	10090
Q13188	2.7.11.1	Homo sapiens (Human)	9606
Q04771	2.7.11.30	Homo sapiens (Human)	9606
P26817	2.7.11.15	Rattus norvegicus (Rat)	10116
Q99MQ3	2.7.11.1	Mus musculus (Mouse)	10090
Q7KZI7	2.7.11.1	Homo sapiens (Human)	9606
P78362	2.7.11.1	Homo sapiens (Human)	9606
P61088	2.3.2.23	Homo sapiens (Human)	9606
Q5RJQ4	2.3.1.286	Rattus norvegicus (Rat)	10116
P30530	2.7.10.1	Homo sapiens (Human)	9606
Q9C5U0	2.7.13.3	Arabidopsis thaliana (Mouse-ear cress)	3702
Q96PU5	2.3.2.26	Homo sapiens (Human)	9606
Q9BYX4	3.6.4.13	Homo sapiens (Human)	9606
O35598	3.4.24.81	Mus musculus (Mouse)	10090
P58137	3.1.2.1	Mus musculus (Mouse)	10090
Q12913	3.1.3.48	Homo sapiens (Human)	9606
Q16518	3.1.1.64	Homo sapiens (Human)	9606
O00408	3.1.4.17	Homo sapiens (Human)	9606
Q96FC9	3.6.4.12	Homo sapiens (Human)	9606
Q00342	2.7.10.1	Mus musculus (Mouse)	10090
O60566	2.7.11.1	Homo sapiens (Human)	9606
Q16288	2.7.10.1	Homo sapiens (Human)	9606
Q940H6	2.7.11.1	Arabidopsis thaliana (Mouse-ear cress)	3702
Q04609	3.4.17.21	Homo sapiens (Human)	9606
Q66478	3.4.22.29	Human enterovirus 71 (strain USA/BrCr/1970) (EV71) (EV-71)	69153
Q9QZ05	2.7.11.1	Mus musculus (Mouse)	10090
P06240	2.7.10.2	Mus musculus (Mouse)	10090
P38438	2.7.11.30	Rattus norvegicus (Rat)	10116
Q3UFB7	2.7.10.1	Mus musculus (Mouse)	10090
Q86U44	2.1.1.348	Homo sapiens (Human)	9606
Q12891	3.2.1.35	Homo sapiens (Human)	9606
Q9NW38	2.3.2.27	Homo sapiens (Human)	9606
O00308	2.3.2.26	Homo sapiens (Human)	9606
P27008	2.4.2.30	Rattus norvegicus (Rat)	10116
Q9H2X6	2.7.11.1	Homo sapiens (Human)	9606
P03680	2.7.7.7	Bacillus phage phi29 (Bacteriophage phi-29)	10756
Q968Y9	2.7.10.1	Caenorhabditis elegans	6239
Q9Y6Q9	2.3.1.48	Homo sapiens (Human)	9606
Q9HCM9	2.3.2.27	Homo sapiens (Human)	9606
P07332	2.7.10.2	Homo sapiens (Human)	9606
P56818	3.4.23.46	Mus musculus (Mouse)	10090
Q13418	2.7.11.1	Homo sapiens (Human)	9606
P42574	3.4.22.56	Homo sapiens (Human)	9606
P20339	3.6.5.2	Homo sapiens (Human)	9606
Q02956	2.7.11.13	Mus musculus (Mouse)	10090
Q06518	1.14.13.39	Rattus norvegicus (Rat)	10116
Q8NCC3	3.1.1.5	Homo sapiens (Human)	9606
P97490	4.6.1.1	Mus musculus (Mouse)	10090
Q64610	3.1.4.39	Rattus norvegicus (Rat)	10116
Q6YMS4	3.4.21.91	Dengue virus type 3 (strain Sri Lanka/1266/2000) (DENV-3)	408692
O43293	2.7.11.1	Homo sapiens (Human)	9606
P42684	2.7.10.2	Homo sapiens (Human)	9606
Q61527	2.7.10.1	Mus musculus (Mouse)	10090
P40417	2.7.11.24	Drosophila melanogaster (Fruit fly)	7227
Q5VST9	2.7.11.1	Homo sapiens (Human)	9606
Q64429	1.14.14.1	Mus musculus (Mouse)	10090
P19440	3.4.19.13	Homo sapiens (Human)	9606
Q9Y230	3.6.4.12	Homo sapiens (Human)	9606
Q8CI15	2.7.1.91	Mus musculus (Mouse)	10090
Q13822	3.1.4.39	Homo sapiens (Human)	9606
P11346	2.7.11.1	Drosophila melanogaster (Fruit fly)	7227
P06494	2.7.10.1	Rattus norvegicus (Rat)	10116
P16591	2.7.10.2	Homo sapiens (Human)	9606
P50897	3.1.2.22	Homo sapiens (Human)	9606
P46935	2.3.2.26	Mus musculus (Mouse)	10090
Q08477	1.14.14.1	Homo sapiens (Human)	9606
Q9JHD2	2.3.1.48	Mus musculus (Mouse)	10090
P08686	1.14.14.16	Homo sapiens (Human)	9606
O94972	2.3.2.27	Homo sapiens (Human)	9606
Q9NRA0	2.7.1.91	Homo sapiens (Human)	9606
Q9NRC8	2.3.1.286	Homo sapiens (Human)	9606
Q8BRK8	2.7.11.1	Mus musculus (Mouse)	10090
P06447	2.7.7.48	Sendai virus (strain Z) (SeV) (Sendai virus (strain HVJ))	11198
Q96T60	3.1.3.32	Homo sapiens (Human)	9606
P39429	2.3.2.27	Mus musculus (Mouse)	10090
P92208	2.7.11.24	Drosophila melanogaster (Fruit fly)	7227
P0DPI0	3.4.24.69	Clostridium botulinum	1491
P06685	7.2.2.13	Rattus norvegicus (Rat)	10116
P97477	2.7.11.1	Mus musculus (Mouse)	10090
P29475	1.14.13.39	Homo sapiens (Human)	9606
P16298	3.1.3.16	Homo sapiens (Human)	9606
P08183	7.6.2.2	Homo sapiens (Human)	9606
P27395	3.4.21.91	Japanese encephalitis virus (strain SA-14) (JEV)	11073
Q01853	3.6.4.6	Mus musculus (Mouse)	10090
P11274	2.7.11.1	Homo sapiens (Human)	9606
P13864	2.1.1.37	Mus musculus (Mouse)	10090
O35607	2.7.11.30	Mus musculus (Mouse)	10090
Q9NWT6	1.14.11.30	Homo sapiens (Human)	9606
O88643	2.7.11.1	Mus musculus (Mouse)	10090
P22071	1.1.1.145	Rattus norvegicus (Rat)	10116
P42898	1.5.1.20	Homo sapiens (Human)	9606
O14686	2.1.1.354	Homo sapiens (Human)	9606
O15379	3.5.1.98	Homo sapiens (Human)	9606
O75385	2.7.11.1	Homo sapiens (Human)	9606
Q99519	3.2.1.18	Homo sapiens (Human)	9606
P36896	2.7.11.30	Homo sapiens (Human)	9606
P15531	2.7.4.6	Homo sapiens (Human)	9606
P06733	4.2.1.11	Homo sapiens (Human)	9606
P27708	6.3.5.5	Homo sapiens (Human)	9606
P29323	2.7.10.1	Homo sapiens (Human)	9606
P26361	5.6.1.6	Mus musculus (Mouse)	10090
P51668	2.3.2.23	Homo sapiens (Human)	9606
P15791	2.7.11.17	Rattus norvegicus (Rat)	10116
P05023	7.2.2.13	Homo sapiens (Human)	9606
O76360	2.7.11.12	Caenorhabditis elegans	6239
P28028	2.7.11.1	Mus musculus (Mouse)	10090
Q14318	5.2.1.8	Homo sapiens (Human)	9606
P14340	3.4.21.91	Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2)	11065
Q9Y4K0	1.4.3.13	Homo sapiens (Human)	9606
O60568	1.14.11.4	Homo sapiens (Human)	9606
Q8IUH5	2.3.1.225	Homo sapiens (Human)	9606
Q9UQL6	3.5.1.98	Homo sapiens (Human)	9606
P21575	3.6.5.5	Rattus norvegicus (Rat)	10116
O95251	2.3.1.48	Homo sapiens (Human)	9606
O75351	3.6.4.6	Homo sapiens (Human)	9606
Q13535	2.7.11.1	Homo sapiens (Human)	9606
P07632	1.15.1.1	Rattus norvegicus (Rat)	10116
Q13114	2.3.2.27	Homo sapiens (Human)	9606
Q8TD08	2.7.11.24	Homo sapiens (Human)	9606
P29477	1.14.13.39	Mus musculus (Mouse)	10090
Q8K1M6	3.6.5.5	Mus musculus (Mouse)	10090
Q9NS56	2.3.2.27	Homo sapiens (Human)	9606
P70313	1.14.13.39	Mus musculus (Mouse)	10090
Q62868	2.7.11.1	Rattus norvegicus (Rat)	10116
Q9HCE7	2.3.2.26	Homo sapiens (Human)	9606
Q32ZE1	3.4.21.91	Zika virus (ZIKV)	64320
P19474	2.3.2.27	Homo sapiens (Human)	9606
P08253	3.4.24.24	Homo sapiens (Human)	9606
Q64678	1.14.14.1	Rattus norvegicus (Rat)	10116
Q9Y6K1	2.1.1.37	Homo sapiens (Human)	9606
Q9Y4X5	2.3.2.31	Homo sapiens (Human)	9606
Q62656	3.1.3.48	Rattus norvegicus (Rat)	10116
P70335	2.7.11.1	Mus musculus (Mouse)	10090
Q96SB4	2.7.11.1	Homo sapiens (Human)	9606
P50993	7.2.2.13	Homo sapiens (Human)	9606
P19801	1.4.3.22	Homo sapiens (Human)	9606
Q8INB9	2.7.11.1	Drosophila melanogaster (Fruit fly)	7227
Q14164	2.7.11.10	Homo sapiens (Human)	9606
P04551	2.7.11.22	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284812
P54764	2.7.10.1	Homo sapiens (Human)	9606
Q02156	2.7.11.13	Homo sapiens (Human)	9606
P54762	2.7.10.1	Homo sapiens (Human)	9606
P49760	2.7.12.1	Homo sapiens (Human)	9606
P22455	2.7.10.1	Homo sapiens (Human)	9606
P35558	4.1.1.32	Homo sapiens (Human)	9606
Q99496	2.3.2.27	Homo sapiens (Human)	9606
O15496	3.1.1.4	Homo sapiens (Human)	9606
A1Z9X0	2.7.11.13	Drosophila melanogaster (Fruit fly)	7227
P28867	2.7.11.13	Mus musculus (Mouse)	10090
P47197	2.7.11.1	Rattus norvegicus (Rat)	10116
P14270	3.1.4.53	Rattus norvegicus (Rat)	10116
P11309	2.7.11.1	Homo sapiens (Human)	9606
Q02846	4.6.1.2	Homo sapiens (Human)	9606
P63039	5.6.1.7	Rattus norvegicus (Rat)	10116
Q9WVG6	2.1.1.319	Mus musculus (Mouse)	10090
Q9NYL2	2.7.11.25	Homo sapiens (Human)	9606
P07814	6.1.1.17	Homo sapiens (Human)	9606
P60900	3.4.25.1	Homo sapiens (Human)	9606
Q99942	2.3.2.27	Homo sapiens (Human)	9606
O00141	2.7.11.1	Homo sapiens (Human)	9606
Q9JIH7	2.7.11.1	Rattus norvegicus (Rat)	10116
Q9UKV0	3.5.1.98	Homo sapiens (Human)	9606
P28062	3.4.25.1	Homo sapiens (Human)	9606
P61026	3.6.5.2	Homo sapiens (Human)	9606
P04180	2.3.1.43	Homo sapiens (Human)	9606
O88508	2.1.1.37	Mus musculus (Mouse)	10090
P17252	2.7.11.13	Homo sapiens (Human)	9606
Q39026	2.7.11.24	Arabidopsis thaliana (Mouse-ear cress)	3702
P49840	2.7.11.26	Homo sapiens (Human)	9606
P51159	3.6.5.2	Homo sapiens (Human)	9606
Q7Z2E3	3.6.1.71	Homo sapiens (Human)	9606
P54252	3.4.19.12	Homo sapiens (Human)	9606
P09622	1.8.1.4	Homo sapiens (Human)	9606
P00184	1.14.14.1	Mus musculus (Mouse)	10090
P09960	3.3.2.6	Homo sapiens (Human)	9606
P28340	2.7.7.7	Homo sapiens (Human)	9606
P48736	2.7.1.153	Homo sapiens (Human)	9606
P70677	3.4.22.56	Mus musculus (Mouse)	10090
Q9NQX0	2.1.1.361	Homo sapiens (Human)	9606
Q92841	3.6.4.13	Homo sapiens (Human)	9606
P03951	3.4.21.27	Homo sapiens (Human)	9606
Q63HN8	2.3.2.27	Homo sapiens (Human)	9606
P10632	1.14.14.1	Homo sapiens (Human)	9606
P07954	4.2.1.2	Homo sapiens (Human)	9606
P53041	3.1.3.16	Homo sapiens (Human)	9606
P28070	3.4.25.1	Homo sapiens (Human)	9606
P29466	3.4.22.36	Homo sapiens (Human)	9606
O70133	3.6.4.13	Mus musculus (Mouse)	10090
P29320	2.7.10.1	Homo sapiens (Human)	9606
P06782	2.7.11.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P08397	2.5.1.61	Homo sapiens (Human)	9606
O15516	2.3.1.48	Homo sapiens (Human)	9606
Q96LA8	2.1.1.319	Homo sapiens (Human)	9606
P50613	2.7.11.22	Homo sapiens (Human)	9606
Q99728	2.3.2.27	Homo sapiens (Human)	9606
Q4QQW4	3.5.1.98	Rattus norvegicus (Rat)	10116
O89110	3.4.22.61	Mus musculus (Mouse)	10090
P27791	2.7.11.11	Rattus norvegicus (Rat)	10116
Q9ES52	3.1.3.86	Mus musculus (Mouse)	10090
Q8VEB4	3.1.1.5	Mus musculus (Mouse)	10090
P54760	2.7.10.1	Homo sapiens (Human)	9606
Q96C86	3.6.1.59	Homo sapiens (Human)	9606
Q9Y2C9	3.2.2.6	Homo sapiens (Human)	9606
Q16853	1.4.3.21	Homo sapiens (Human)	9606
P29991	3.4.21.91	Dengue virus type 2 (strain 16681-PDK53) (DENV-2)	31635
Q16832	2.7.10.1	Homo sapiens (Human)	9606
P49186	2.7.11.24	Rattus norvegicus (Rat)	10116
P24100	2.7.11.22	Arabidopsis thaliana (Mouse-ear cress)	3702
Q2NL51	2.7.11.26	Mus musculus (Mouse)	10090
P55211	3.4.22.62	Homo sapiens (Human)	9606
Q86WT6	2.3.2.27	Homo sapiens (Human)	9606
P52824	2.7.1.107	Homo sapiens (Human)	9606
P70424	2.7.10.1	Mus musculus (Mouse)	10090
Q9Z0F8	3.4.24.86	Mus musculus (Mouse)	10090
O95835	2.7.11.1	Homo sapiens (Human)	9606
P36507	2.7.12.2	Homo sapiens (Human)	9606
P11387	5.6.2.1	Homo sapiens (Human)	9606
P22303	3.1.1.7	Homo sapiens (Human)	9606
Q9UL54	2.7.11.1	Homo sapiens (Human)	9606
Q9Z2V6	3.5.1.98	Mus musculus (Mouse)	10090
Q9Z330	2.1.1.37	Rattus norvegicus (Rat)	10116
Q14680	2.7.11.1	Homo sapiens (Human)	9606
P38935	3.6.4.12	Homo sapiens (Human)	9606
P97767	3.1.3.16	Mus musculus (Mouse)	10090
P97313	2.7.11.1	Mus musculus (Mouse)	10090
P49333	2.7.13.3	Arabidopsis thaliana (Mouse-ear cress)	3702
Q92794	2.3.1.48	Homo sapiens (Human)	9606
P80299	3.3.2.10	Rattus norvegicus (Rat)	10116
P0C6X1	3.4.19.12	Human coronavirus 229E (HCoV-229E)	11137
P32598	3.1.3.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P12296	3.6.4.13	Mengo encephalomyocarditis virus	12107
P49137	2.7.11.1	Homo sapiens (Human)	9606
Q23977	2.7.12.2	Drosophila melanogaster (Fruit fly)	7227
P20786	2.7.10.1	Rattus norvegicus (Rat)	10116
Q8WVQ1	3.6.1.6	Homo sapiens (Human)	9606
Q9BX63	3.6.4.13	Homo sapiens (Human)	9606
Q8IXL6	2.7.11.1	Homo sapiens (Human)	9606
P04797	1.2.1.12	Rattus norvegicus (Rat)	10116
Q9H4B4	2.7.11.21	Homo sapiens (Human)	9606
O15344	2.3.2.27	Homo sapiens (Human)	9606
Q9GZT9	1.14.11.29	Homo sapiens (Human)	9606
P41499	3.1.3.48	Rattus norvegicus (Rat)	10116
P23443	2.7.11.1	Homo sapiens (Human)	9606
Q04912	2.7.10.1	Homo sapiens (Human)	9606
P58801	2.7.11.1	Mus musculus (Mouse)	10090
P29351	3.1.3.48	Mus musculus (Mouse)	10090
Q8TDB6	2.3.2.27	Homo sapiens (Human)	9606
P11275	2.7.11.17	Rattus norvegicus (Rat)	10116
P08953	3.2.2.6	Drosophila melanogaster (Fruit fly)	7227
Q9Z1B3	3.1.4.11	Mus musculus (Mouse)	10090
Q05329	4.1.1.15	Homo sapiens (Human)	9606
O00443	2.7.1.154	Homo sapiens (Human)	9606
P34158	5.6.1.6	Rattus norvegicus (Rat)	10116
Q86Y38	2.4.2.26	Homo sapiens (Human)	9606
P17712	2.7.1.1	Rattus norvegicus (Rat)	10116
Q62318	2.3.2.27	Mus musculus (Mouse)	10090
O95453	3.1.13.4	Homo sapiens (Human)	9606
Q9GZX7	3.5.4.38	Homo sapiens (Human)	9606
Q9C035	2.3.2.27	Homo sapiens (Human)	9606
P03315	3.4.21.90	Semliki forest virus (SFV)	11033
Q9JIA7	2.7.1.91	Mus musculus (Mouse)	10090
P35559	3.4.24.56	Rattus norvegicus (Rat)	10116
O95470	4.1.2.27	Homo sapiens (Human)	9606
Q07009	3.4.22.53	Rattus norvegicus (Rat)	10116
Q13627	2.7.12.1	Homo sapiens (Human)	9606
Q99714	1.1.1.35	Homo sapiens (Human)	9606
P51659	1.1.1.n12	Homo sapiens (Human)	9606
O01700	2.7.11.25	Caenorhabditis elegans	6239
P00973	2.7.7.84	Homo sapiens (Human)	9606
Q9Y6E0	2.7.11.1	Homo sapiens (Human)	9606
P04075	4.1.2.13	Homo sapiens (Human)	9606
Q6NZM9	3.5.1.98	Mus musculus (Mouse)	10090
O14936	2.7.11.1	Homo sapiens (Human)	9606
P20029	3.6.4.10	Mus musculus (Mouse)	10090
P04040	1.11.1.6	Homo sapiens (Human)	9606
P22392	2.7.4.6	Homo sapiens (Human)	9606
O14734	3.1.2.1	Homo sapiens (Human)	9606
Q62167	3.6.4.13	Mus musculus (Mouse)	10090
Q3T906	2.7.8.17	Homo sapiens (Human)	9606
Q9Y6X9	3.6.1.3	Homo sapiens (Human)	9606
P11798	2.7.11.17	Mus musculus (Mouse)	10090
O00329	2.7.1.153	Homo sapiens (Human)	9606
A0A024B7W1	3.4.21.91	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	2043570
P19835	3.1.1.13	Homo sapiens (Human)	9606
P49917	6.5.1.1	Homo sapiens (Human)	9606
Q9C5X4	2.1.1.354	Arabidopsis thaliana (Mouse-ear cress)	3702
P34897	2.1.2.1	Homo sapiens (Human)	9606
P16444	3.4.13.19	Homo sapiens (Human)	9606
P28074	3.4.25.1	Homo sapiens (Human)	9606
P23141	3.1.1.1	Homo sapiens (Human)	9606
Q9H227	3.2.1.21	Homo sapiens (Human)	9606
Q96DE0	3.6.1.62	Homo sapiens (Human)	9606
O88846	2.3.2.27	Rattus norvegicus (Rat)	10116
P06865	3.2.1.52	Homo sapiens (Human)	9606
A2AJK6	3.6.4.12	Mus musculus (Mouse)	10090
P35228	1.14.13.39	Homo sapiens (Human)	9606
P48754	2.3.2.27	Mus musculus (Mouse)	10090
P49427	2.3.2.23	Homo sapiens (Human)	9606
Q96CA5	2.3.2.27	Homo sapiens (Human)	9606
P60891	2.7.6.1	Homo sapiens (Human)	9606
P35475	3.2.1.76	Homo sapiens (Human)	9606
Q9FR53	2.7.11.1	Arabidopsis thaliana (Mouse-ear cress)	3702
Q62925	2.7.11.25	Rattus norvegicus (Rat)	10116
P55200	2.1.1.354	Mus musculus (Mouse)	10090
Q91V26	2.7.1.91	Rattus norvegicus (Rat)	10116
P62140	3.1.3.16	Homo sapiens (Human)	9606
P13637	7.2.2.13	Homo sapiens (Human)	9606
Q09137	2.7.11.1	Rattus norvegicus (Rat)	10116
O15357	3.1.3.86	Homo sapiens (Human)	9606
P15538	1.14.15.4	Homo sapiens (Human)	9606
O43520	7.6.2.1	Homo sapiens (Human)	9606
Q8VHK9	3.6.4.13	Mus musculus (Mouse)	10090
Q9BYM8	2.3.2.31	Homo sapiens (Human)	9606
Q8TCS8	2.7.7.8	Homo sapiens (Human)	9606
P35575	3.1.3.9	Homo sapiens (Human)	9606
Q9R0K7	7.2.2.10	Mus musculus (Mouse)	10090
G5EGK5	2.7.10.1	Caenorhabditis elegans	6239
Q9Y572	2.7.11.1	Homo sapiens (Human)	9606
P33436	3.4.24.24	Rattus norvegicus (Rat)	10116
O00204	2.8.2.2	Homo sapiens (Human)	9606
P28301	1.4.3.13	Mus musculus (Mouse)	10090
P34760	1.11.1.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q9NZJ5	2.7.11.1	Homo sapiens (Human)	9606
Q13976	2.7.11.12	Homo sapiens (Human)	9606
P17706	3.1.3.48	Homo sapiens (Human)	9606
Q13164	2.7.11.24	Homo sapiens (Human)	9606
Q53H47	2.1.1.357	Homo sapiens (Human)	9606
O14733	2.7.12.2	Homo sapiens (Human)	9606
P09769	2.7.10.2	Homo sapiens (Human)	9606
P50393	3.1.1.4	Rattus norvegicus (Rat)	10116
P35546	2.7.10.1	Mus musculus (Mouse)	10090
P18163	6.2.1.3	Rattus norvegicus (Rat)	10116
P07895	1.15.1.1	Rattus norvegicus (Rat)	10116
P51688	3.10.1.1	Homo sapiens (Human)	9606
P41233	7.6.2.1	Mus musculus (Mouse)	10090
P05164	1.11.2.2	Homo sapiens (Human)	9606
Q96FW1	3.4.19.12	Homo sapiens (Human)	9606
P15144	3.4.11.2	Homo sapiens (Human)	9606
Q96L34	2.7.11.1	Homo sapiens (Human)	9606
P30044	1.11.1.15	Homo sapiens (Human)	9606
Q9UIV1	3.1.13.4	Homo sapiens (Human)	9606
P9WNV3	6.5.1.1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q924C3	3.1.4.1	Rattus norvegicus (Rat)	10116
B9VUU3	3.4.22.29	Human enterovirus 71 (EV71) (EV-71)	39054
P03303	3.4.22.29	Human rhinovirus 14 (HRV-14)	12131
Q9H2K2	2.4.2.30	Homo sapiens (Human)	9606
P61077	2.3.2.23	Homo sapiens (Human)	9606
P06762	1.14.14.18	Rattus norvegicus (Rat)	10116
P09172	1.14.17.1	Homo sapiens (Human)	9606
O00391	1.8.3.2	Homo sapiens (Human)	9606
P63331	3.1.3.16	Rattus norvegicus (Rat)	10116
P28065	3.4.25.1	Homo sapiens (Human)	9606
Q8C6L5	2.7.7.86	Mus musculus (Mouse)	10090
Q6UWP2	1.1.1.270	Homo sapiens (Human)	9606
Q91ZP3	3.1.3.4	Mus musculus (Mouse)	10090
P0C6X9	3.4.19.12	Murine coronavirus (strain A59) (MHV-A59) (Murine hepatitis virus)	11142
Q60680	2.7.11.10	Mus musculus (Mouse)	10090
P03308	3.4.22.46	Foot-and-mouth disease virus (isolate Bovine/United Kingdom/A12Valle119/1932 serotype A) (FMDV)	12114
Q08877	3.6.5.5	Rattus norvegicus (Rat)	10116
P39054	3.6.5.5	Mus musculus (Mouse)	10090
Q07832	2.7.11.21	Mus musculus (Mouse)	10090
Q60823	2.7.11.1	Mus musculus (Mouse)	10090
P35169	2.7.11.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q9Y5B8	2.7.4.6	Homo sapiens (Human)	9606
P11352	1.11.1.9	Mus musculus (Mouse)	10090
P15848	3.1.6.12	Homo sapiens (Human)	9606
Q63932	2.7.12.2	Mus musculus (Mouse)	10090
P07824	3.5.3.1	Rattus norvegicus (Rat)	10116
P36776	3.4.21.53	Homo sapiens (Human)	9606
Q9BQB6	1.17.4.4	Homo sapiens (Human)	9606
Q9S7N2	2.6.1.27	Arabidopsis thaliana (Mouse-ear cress)	3702
P30904	5.3.2.1	Rattus norvegicus (Rat)	10116
P05771	2.7.11.13	Homo sapiens (Human)	9606
P34808	5.6.1.1	Caenorhabditis elegans	6239
P49597	3.1.3.16	Arabidopsis thaliana (Mouse-ear cress)	3702
Q04759	2.7.11.13	Homo sapiens (Human)	9606
B5DFG1	2.7.11.1	Rattus norvegicus (Rat)	10116
Q9XTF3	2.7.12.1	Caenorhabditis elegans	6239
Q9EQY0	2.7.11.1	Mus musculus (Mouse)	10090
Q94AG2	2.7.10.1	Arabidopsis thaliana (Mouse-ear cress)	3702
P34884	5.3.2.1	Mus musculus (Mouse)	10090
P04157	3.1.3.48	Rattus norvegicus (Rat)	10116
P14336	3.4.21.91	Tick-borne encephalitis virus European subtype (strain Neudoerfl) (NEUV) (Neudoerfl virus)	11088
O75582	2.7.11.1	Homo sapiens (Human)	9606
Q9UKE5	2.7.11.1	Homo sapiens (Human)	9606
Q8T0S6	2.7.11.1	Drosophila melanogaster (Fruit fly)	7227
P06276	3.1.1.8	Homo sapiens (Human)	9606
P00522	2.7.10.2	Drosophila melanogaster (Fruit fly)	7227
P17157	2.7.11.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q2TA68	3.6.5.5	Rattus norvegicus (Rat)	10116
Q9UPP1	1.14.11.27	Homo sapiens (Human)	9606
Q9H7X0	2.3.1.259	Homo sapiens (Human)	9606
P32561	3.5.1.98	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P09668	3.4.22.16	Homo sapiens (Human)	9606
Q969V5	2.3.2.27	Homo sapiens (Human)	9606
P03316	3.4.21.90	Sindbis virus (SINV)	11034
Q8IVS8	2.7.1.31	Homo sapiens (Human)	9606
Q08752	5.2.1.8	Homo sapiens (Human)	9606
Q03497	2.7.11.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P0ABI8	7.1.1.3	Escherichia coli (strain K12)	83333
Q86Y07	2.7.11.1	Homo sapiens (Human)	9606
Q13838	3.6.4.13	Homo sapiens (Human)	9606
P27040	2.7.11.30	Mus musculus (Mouse)	10090
P47989	1.17.1.4	Homo sapiens (Human)	9606
Q9UIQ6	3.4.11.3	Homo sapiens (Human)	9606
P39951	2.7.11.22	Rattus norvegicus (Rat)	10116
P97377	2.7.11.22	Mus musculus (Mouse)	10090
O55143	7.2.2.10	Mus musculus (Mouse)	10090
Q8NBQ5	1.1.1.62	Homo sapiens (Human)	9606
Q9BTU6	2.7.1.67	Homo sapiens (Human)	9606
P53042	3.1.3.16	Rattus norvegicus (Rat)	10116
Q62956	2.7.10.1	Rattus norvegicus (Rat)	10116
Q8IWQ3	2.7.11.1	Homo sapiens (Human)	9606
O60016	2.1.1.355	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284812
P53632	2.7.7.19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q16394	2.4.1.224	Homo sapiens (Human)	9606
P06744	5.3.1.9	Homo sapiens (Human)	9606
P52333	2.7.10.2	Homo sapiens (Human)	9606
Q94CE5	2.6.1.96	Arabidopsis thaliana (Mouse-ear cress)	3702
P78563	3.5.4.37	Homo sapiens (Human)	9606
P00742	3.4.21.6	Homo sapiens (Human)	9606
P27915	3.4.21.91	Dengue virus type 3 (strain Philippines/H87/1956) (DENV-3)	408870
Q12794	3.2.1.35	Homo sapiens (Human)	9606
O60733	3.1.1.4	Homo sapiens (Human)	9606
P35914	4.1.3.4	Homo sapiens (Human)	9606
O44408	2.7.11.24	Caenorhabditis elegans	6239
Q86UE8	2.7.11.1	Homo sapiens (Human)	9606
P46462	3.6.4.6	Rattus norvegicus (Rat)	10116
Q8CBF3	2.7.10.1	Mus musculus (Mouse)	10090
Q7Z6Z7	2.3.2.26	Homo sapiens (Human)	9606
P61086	2.3.2.23	Homo sapiens (Human)	9606
Q04760	4.4.1.5	Homo sapiens (Human)	9606
Q03351	2.7.10.1	Rattus norvegicus (Rat)	10116
P28300	1.4.3.13	Homo sapiens (Human)	9606
Q8C863	2.3.2.26	Mus musculus (Mouse)	10090
Q91987	2.7.10.1	Gallus gallus (Chicken)	9031
Q13191	2.3.2.27	Homo sapiens (Human)	9606
P07379	4.1.1.32	Rattus norvegicus (Rat)	10116
Q9QZL0	2.7.11.1	Mus musculus (Mouse)	10090
Q9Y680	5.2.1.8	Homo sapiens (Human)	9606
P68404	2.7.11.13	Mus musculus (Mouse)	10090
P50336	1.3.3.4	Homo sapiens (Human)	9606
P33993	3.6.4.12	Homo sapiens (Human)	9606
Q96EP0	2.3.2.31	Homo sapiens (Human)	9606
Q9UKV5	2.3.2.27	Homo sapiens (Human)	9606
P19367	2.7.1.1	Homo sapiens (Human)	9606
P33261	1.14.14.1	Homo sapiens (Human)	9606
O76039	2.7.11.22	Homo sapiens (Human)	9606
Q0G819	3.1.3.16	Caenorhabditis elegans	6239
